zone,day,hour,block_id,assignment,minutes_into_block,wait_time_min
Miami,11,5,269,Treatment,35,5.22
Miami,11,5,269,Treatment,40,5.51
Miami,11,5,269,Treatment,45,5.76
Miami,11,5,269,Treatment,50,5.52
Miami,11,5,269,Treatment,55,5.34
Miami,11,6,270,Control,0,4.98
Miami,11,6,270,Control,5,5.66
Miami,11,6,270,Control,10,5.8
Miami,11,6,270,Control,15,5.87
Miami,11,6,270,Control,20,5.91
Miami,11,6,270,Control,25,6.0
Miami,11,6,270,Control,30,6.35
Miami,11,6,270,Control,35,6.37
Miami,11,6,270,Control,40,5.87
Miami,11,6,270,Control,45,5.97
Miami,11,6,270,Control,50,5.98
Miami,11,6,270,Control,55,6.3
Miami,11,7,271,Treatment,0,6.12
Miami,11,7,271,Treatment,5,6.03
Miami,11,7,271,Treatment,10,5.54
Miami,11,7,271,Treatment,15,5.83
Miami,11,7,271,Treatment,20,5.49
Miami,11,7,271,Treatment,25,5.28
Miami,11,7,271,Treatment,30,5.43
Miami,11,7,271,Treatment,35,5.8
Miami,11,7,271,Treatment,40,5.38
Miami,11,7,271,Treatment,45,5.73
Miami,11,7,271,Treatment,50,5.33
Miami,11,7,271,Treatment,55,5.3
Miami,11,8,272,Treatment,0,5.27
Miami,11,8,272,Treatment,5,5.7
Miami,11,8,272,Treatment,10,5.58
Miami,11,8,272,Treatment,15,5.27
Miami,11,8,272,Treatment,20,5.47
Miami,11,8,272,Treatment,25,5.35
Miami,11,8,272,Treatment,30,5.58
Miami,11,8,272,Treatment,35,5.96
Miami,11,8,272,Treatment,40,5.4
Miami,11,8,272,Treatment,45,5.62
Miami,11,8,272,Treatment,50,5.5
Miami,11,8,272,Treatment,55,5.5
Miami,11,9,273,Control,0,5.28
Miami,11,9,273,Control,5,5.78
Miami,11,9,273,Control,10,5.82
Miami,11,9,273,Control,15,5.87
Miami,11,9,273,Control,20,6.35
Miami,11,9,273,Control,25,6.12
Miami,11,9,273,Control,30,6.04
Miami,11,9,273,Control,35,6.44
Miami,11,9,273,Control,40,5.64
Miami,11,9,273,Control,45,6.42
Miami,11,9,273,Control,50,5.88
Miami,11,9,273,Control,55,6.15
Miami,11,10,274,Treatment,0,5.87
Miami,11,10,274,Treatment,5,6.23
Miami,11,10,274,Treatment,10,6.16
Miami,11,10,274,Treatment,15,5.43
Miami,11,10,274,Treatment,20,5.57
Miami,11,10,274,Treatment,25,5.5
Miami,11,10,274,Treatment,30,5.92
Miami,11,10,274,Treatment,35,4.96
Miami,11,10,274,Treatment,40,5.58
Miami,11,10,274,Treatment,45,5.31
Miami,11,10,274,Treatment,50,4.9
Miami,11,10,274,Treatment,55,5.4
Miami,11,11,275,Treatment,0,5.33
Miami,11,11,275,Treatment,5,5.69
Miami,11,11,275,Treatment,10,5.79
Miami,11,11,275,Treatment,15,5.49
Miami,11,11,275,Treatment,20,5.52
Miami,11,11,275,Treatment,25,5.06
Miami,11,11,275,Treatment,30,5.31
Miami,11,11,275,Treatment,35,5.72
Miami,11,11,275,Treatment,40,5.51
Miami,11,11,275,Treatment,45,5.58
Miami,11,11,275,Treatment,50,5.52
Miami,11,11,275,Treatment,55,6.04
Miami,11,12,276,Control,0,5.89
Miami,11,12,276,Control,5,5.73
Miami,11,12,276,Control,10,6.32
Miami,11,12,276,Control,15,5.79
Miami,11,12,276,Control,20,6.15
Miami,11,12,276,Control,25,6.0
Miami,11,12,276,Control,30,6.13
Miami,11,12,276,Control,35,6.41
Miami,11,12,276,Control,40,6.19
Miami,11,12,276,Control,45,6.41
Miami,11,12,276,Control,50,5.93
Miami,11,12,276,Control,55,5.89
Miami,11,13,277,Control,0,6.09
Miami,11,13,277,Control,5,6.05
Miami,11,13,277,Control,10,5.86
Miami,11,13,277,Control,15,6.4
Miami,11,13,277,Control,20,6.01
Miami,11,13,277,Control,25,6.46
Miami,11,13,277,Control,30,6.1
Miami,11,13,277,Control,35,6.26
Miami,11,13,277,Control,40,6.24
Miami,11,13,277,Control,45,5.89
Miami,11,13,277,Control,50,6.19
Miami,11,13,277,Control,55,6.58
Miami,11,14,278,Treatment,0,6.33
Miami,11,14,278,Treatment,5,6.07
Miami,11,14,278,Treatment,10,5.77
Miami,11,14,278,Treatment,15,5.54
Miami,11,14,278,Treatment,20,5.63
Miami,11,14,278,Treatment,25,5.68
Miami,11,14,278,Treatment,30,5.15
Miami,11,14,278,Treatment,35,5.55
Miami,11,14,278,Treatment,40,5.44
Miami,11,14,278,Treatment,45,5.39
Miami,11,14,278,Treatment,50,5.81
Miami,11,14,278,Treatment,55,5.31
Miami,11,15,279,Control,0,5.69
Miami,11,15,279,Control,5,5.34
Miami,11,15,279,Control,10,5.41
Miami,11,15,279,Control,15,6.33
Miami,11,15,279,Control,20,6.14
Miami,11,15,279,Control,25,6.22
Miami,11,15,279,Control,30,5.99
Miami,11,15,279,Control,35,5.75
Miami,11,15,279,Control,40,5.8
Miami,11,15,279,Control,45,6.03
Miami,11,15,279,Control,50,5.78
Miami,11,15,279,Control,55,6.18
Miami,11,16,280,Treatment,0,6.15
Miami,11,16,280,Treatment,5,5.94
Miami,11,16,280,Treatment,10,5.79
Miami,11,16,280,Treatment,15,5.61
Miami,11,16,280,Treatment,20,5.4
Miami,11,16,280,Treatment,25,5.54
Miami,11,16,280,Treatment,30,5.55
Miami,11,16,280,Treatment,35,4.88
Miami,11,16,280,Treatment,40,5.65
Miami,11,16,280,Treatment,45,5.53
Miami,11,16,280,Treatment,50,5.63
Miami,11,16,280,Treatment,55,5.17
Miami,11,17,281,Control,0,5.22
Miami,11,17,281,Control,5,5.88
Miami,11,17,281,Control,10,5.55
Miami,11,17,281,Control,15,5.87
Miami,11,17,281,Control,20,6.23
Miami,11,17,281,Control,25,5.94
Miami,11,17,281,Control,30,5.87
Miami,11,17,281,Control,35,6.33
Miami,11,17,281,Control,40,6.34
Miami,11,17,281,Control,45,6.28
Miami,11,17,281,Control,50,6.31
Miami,11,17,281,Control,55,6.04
Miami,11,18,282,Treatment,0,5.94
Miami,11,18,282,Treatment,5,5.94
Miami,11,18,282,Treatment,10,5.56
Miami,11,18,282,Treatment,15,5.38
Miami,11,18,282,Treatment,20,5.64
Miami,11,18,282,Treatment,25,5.79
Miami,11,18,282,Treatment,30,5.59
Miami,11,18,282,Treatment,35,5.94
Miami,11,18,282,Treatment,40,5.31
Miami,11,18,282,Treatment,45,5.03
Miami,11,18,282,Treatment,50,5.67
Miami,11,18,282,Treatment,55,5.3
Miami,11,19,283,Treatment,0,5.05
Miami,11,19,283,Treatment,5,5.27
Miami,11,19,283,Treatment,10,5.11
Miami,11,19,283,Treatment,15,5.38
Miami,11,19,283,Treatment,20,5.39
Miami,11,19,283,Treatment,25,5.51
Miami,11,19,283,Treatment,30,5.8
Miami,11,19,283,Treatment,35,5.66
Miami,11,19,283,Treatment,40,5.08
Miami,11,19,283,Treatment,45,5.64
Miami,11,19,283,Treatment,50,5.52
Miami,11,19,283,Treatment,55,5.47
Miami,11,20,284,Control,0,5.54
Miami,11,20,284,Control,5,5.52
Miami,11,20,284,Control,10,5.85
Miami,11,20,284,Control,15,6.4
Miami,11,20,284,Control,20,5.92
Miami,11,20,284,Control,25,5.84
Miami,11,20,284,Control,30,6.08
Miami,11,20,284,Control,35,5.82
Miami,11,20,284,Control,40,5.67
Miami,11,20,284,Control,45,6.01
Miami,11,20,284,Control,50,6.46
Miami,11,20,284,Control,55,6.09
Miami,11,21,285,Control,0,5.57
Miami,11,21,285,Control,5,6.21
Miami,11,21,285,Control,10,6.12
Miami,11,21,285,Control,15,5.93
Miami,11,21,285,Control,20,6.15
Miami,11,21,285,Control,25,6.14
Miami,11,21,285,Control,30,5.84
Miami,11,21,285,Control,35,6.18
Miami,11,21,285,Control,40,6.4
Miami,11,21,285,Control,45,6.04
Miami,11,21,285,Control,50,5.88
Miami,11,21,285,Control,55,6.06
Miami,11,22,286,Control,0,5.79
Miami,11,22,286,Control,5,6.24
Miami,11,22,286,Control,10,5.93
Miami,11,22,286,Control,15,6.16
Miami,11,22,286,Control,20,5.96
Miami,11,22,286,Control,25,5.96
Miami,11,22,286,Control,30,6.48
Miami,11,22,286,Control,35,5.75
Miami,11,22,286,Control,40,6.22
Miami,11,22,286,Control,45,6.53
Miami,11,22,286,Control,50,6.27
Miami,11,22,286,Control,55,5.77
Miami,11,23,287,Treatment,0,5.91
Miami,11,23,287,Treatment,5,5.94
Miami,11,23,287,Treatment,10,5.75
Miami,11,23,287,Treatment,15,5.17
Miami,11,23,287,Treatment,20,5.27
Miami,11,23,287,Treatment,25,5.29
Miami,11,23,287,Treatment,30,5.44
Miami,11,23,287,Treatment,35,5.99
Miami,11,23,287,Treatment,40,5.26
Miami,11,23,287,Treatment,45,5.25
Miami,11,23,287,Treatment,50,5.21
Miami,11,23,287,Treatment,55,5.65
Miami,12,0,288,Treatment,0,5.27
Miami,12,0,288,Treatment,5,5.4
Miami,12,0,288,Treatment,10,5.29
Miami,12,0,288,Treatment,15,5.56
Miami,12,0,288,Treatment,20,6.16
Miami,12,0,288,Treatment,25,5.63
Miami,12,0,288,Treatment,30,5.47
Miami,12,0,288,Treatment,35,5.32
Miami,12,0,288,Treatment,40,5.15
Miami,12,0,288,Treatment,45,5.67
Miami,12,0,288,Treatment,50,5.66
Miami,12,0,288,Treatment,55,5.37
Miami,12,1,289,Treatment,0,5.5
Miami,12,1,289,Treatment,5,5.68
Miami,12,1,289,Treatment,10,5.56
Miami,12,1,289,Treatment,15,5.45
Miami,12,1,289,Treatment,20,5.25
Miami,12,1,289,Treatment,25,5.45
Miami,12,1,289,Treatment,30,5.7
Miami,12,1,289,Treatment,35,5.36
Miami,12,1,289,Treatment,40,5.6
Miami,12,1,289,Treatment,45,5.22
Miami,12,1,289,Treatment,50,5.69
Miami,12,1,289,Treatment,55,5.57
Miami,12,2,290,Treatment,0,5.43
Miami,12,2,290,Treatment,5,5.72
Miami,12,2,290,Treatment,10,5.18
Miami,12,2,290,Treatment,15,5.22
Miami,12,2,290,Treatment,20,5.47
Miami,12,2,290,Treatment,25,6.02
Miami,12,2,290,Treatment,30,5.32
Miami,12,2,290,Treatment,35,5.61
Miami,12,2,290,Treatment,40,5.56
Miami,12,2,290,Treatment,45,5.34
Miami,12,2,290,Treatment,50,5.53
Miami,12,2,290,Treatment,55,5.38
Miami,12,3,291,Treatment,0,5.07
Miami,12,3,291,Treatment,5,5.48
Miami,12,3,291,Treatment,10,5.71
Miami,12,3,291,Treatment,15,5.5
Miami,12,3,291,Treatment,20,5.76
Miami,12,3,291,Treatment,25,5.64
Miami,12,3,291,Treatment,30,5.48
Miami,12,3,291,Treatment,35,5.33
Miami,12,3,291,Treatment,40,5.37
Miami,12,3,291,Treatment,45,5.12
Miami,12,3,291,Treatment,50,5.42
Miami,12,3,291,Treatment,55,5.53
Miami,12,4,292,Treatment,0,5.62
Miami,12,4,292,Treatment,5,5.27
Miami,12,4,292,Treatment,10,5.13
Miami,12,4,292,Treatment,15,5.44
Miami,12,4,292,Treatment,20,5.69
Miami,12,4,292,Treatment,25,5.43
Miami,12,4,292,Treatment,30,5.63
Miami,12,4,292,Treatment,35,5.44
Miami,12,4,292,Treatment,40,5.67
Miami,12,4,292,Treatment,45,5.09
Miami,12,4,292,Treatment,50,5.89
Miami,12,4,292,Treatment,55,5.21
Miami,12,5,293,Treatment,0,5.42
Miami,12,5,293,Treatment,5,5.46
Miami,12,5,293,Treatment,10,5.43
Miami,12,5,293,Treatment,15,5.55
Miami,12,5,293,Treatment,20,5.6
Miami,12,5,293,Treatment,25,5.75
Miami,12,5,293,Treatment,30,5.84
Miami,12,5,293,Treatment,35,5.57
Miami,12,5,293,Treatment,40,5.92
Miami,12,5,293,Treatment,45,5.51
Miami,12,5,293,Treatment,50,5.76
Miami,12,5,293,Treatment,55,5.6
Miami,12,6,294,Treatment,0,5.54
Miami,12,6,294,Treatment,5,5.62
Miami,12,6,294,Treatment,10,5.48
Miami,12,6,294,Treatment,15,5.59
Miami,12,6,294,Treatment,20,5.71
Miami,12,6,294,Treatment,25,5.48
Miami,12,6,294,Treatment,30,4.75
Miami,12,6,294,Treatment,35,5.91
Miami,12,6,294,Treatment,40,5.42
Miami,12,6,294,Treatment,45,5.28
Miami,12,6,294,Treatment,50,5.21
Miami,12,6,294,Treatment,55,5.41
Miami,12,7,295,Control,0,5.31
Miami,12,7,295,Control,5,5.52
Miami,12,7,295,Control,10,6.03
Miami,12,7,295,Control,15,6.61
Miami,12,7,295,Control,20,6.31
Miami,12,7,295,Control,25,6.38
Miami,12,7,295,Control,30,6.01
Miami,12,7,295,Control,35,6.13
Miami,12,7,295,Control,40,6.21
Miami,12,7,295,Control,45,5.94
Miami,12,7,295,Control,50,5.99
Miami,12,7,295,Control,55,6.31
Miami,12,8,296,Control,0,6.12
Miami,12,8,296,Control,5,5.8
Miami,12,8,296,Control,10,6.03
Miami,12,8,296,Control,15,5.74
Miami,12,8,296,Control,20,6.12
Miami,12,8,296,Control,25,6.16
Miami,12,8,296,Control,30,6.03
Miami,12,8,296,Control,35,6.16
Miami,12,8,296,Control,40,6.2
Miami,12,8,296,Control,45,6.16
Miami,12,8,296,Control,50,5.8
Miami,12,8,296,Control,55,6.04
Miami,12,9,297,Control,0,6.49
Miami,12,9,297,Control,5,6.03
Miami,12,9,297,Control,10,6.24
Miami,12,9,297,Control,15,6.32
Miami,12,9,297,Control,20,6.05
Miami,12,9,297,Control,25,6.39
Miami,12,9,297,Control,30,6.4
Miami,12,9,297,Control,35,6.45
Miami,12,9,297,Control,40,6.21
Miami,12,9,297,Control,45,6.69
Miami,12,9,297,Control,50,5.95
Miami,12,9,297,Control,55,6.63
Miami,12,10,298,Treatment,0,6.44
Miami,12,10,298,Treatment,5,5.82
Miami,12,10,298,Treatment,10,5.9
Miami,12,10,298,Treatment,15,5.85
Miami,12,10,298,Treatment,20,5.22
Miami,12,10,298,Treatment,25,5.45
Miami,12,10,298,Treatment,30,4.95
Miami,12,10,298,Treatment,35,5.45
Miami,12,10,298,Treatment,40,5.29
Miami,12,10,298,Treatment,45,5.44
Miami,12,10,298,Treatment,50,6.22
Miami,12,10,298,Treatment,55,5.92
Miami,12,11,299,Control,0,5.63
Miami,12,11,299,Control,5,5.89
Miami,12,11,299,Control,10,5.81
Miami,12,11,299,Control,15,6.14
Miami,12,11,299,Control,20,6.17
Miami,12,11,299,Control,25,5.76
Miami,12,11,299,Control,30,5.84
Miami,12,11,299,Control,35,6.14
Miami,12,11,299,Control,40,6.12
Miami,12,11,299,Control,45,5.92
Miami,12,11,299,Control,50,5.9
Miami,12,11,299,Control,55,6.08
Miami,12,12,300,Control,0,6.08
Miami,12,12,300,Control,5,6.51
Miami,12,12,300,Control,10,5.93
Miami,12,12,300,Control,15,6.15
Miami,12,12,300,Control,20,6.01
Miami,12,12,300,Control,25,6.25
Miami,12,12,300,Control,30,5.9
Miami,12,12,300,Control,35,6.58
Miami,12,12,300,Control,40,5.68
Miami,12,12,300,Control,45,6.53
Miami,12,12,300,Control,50,6.12
Miami,12,12,300,Control,55,6.24
Miami,12,13,301,Treatment,0,6.31
Miami,12,13,301,Treatment,5,5.71
Miami,12,13,301,Treatment,10,5.84
Miami,12,13,301,Treatment,15,5.96
Miami,12,13,301,Treatment,20,5.27
Miami,12,13,301,Treatment,25,6.02
Miami,12,13,301,Treatment,30,5.59
Miami,12,13,301,Treatment,35,5.38
Miami,12,13,301,Treatment,40,5.27
Miami,12,13,301,Treatment,45,5.43
Miami,12,13,301,Treatment,50,5.0
Miami,12,13,301,Treatment,55,5.39
Miami,12,14,302,Treatment,0,5.22
Miami,12,14,302,Treatment,5,5.68
Miami,12,14,302,Treatment,10,5.44
Miami,12,14,302,Treatment,15,5.33
Miami,12,14,302,Treatment,20,5.41
Miami,12,14,302,Treatment,25,5.58
Miami,12,14,302,Treatment,30,5.51
Miami,12,14,302,Treatment,35,5.31
Miami,12,14,302,Treatment,40,5.52
Miami,12,14,302,Treatment,45,5.48
Miami,12,14,302,Treatment,50,5.21
Miami,12,14,302,Treatment,55,5.42
Miami,12,15,303,Control,0,5.63
Miami,12,15,303,Control,5,5.64
Miami,12,15,303,Control,10,6.07
Miami,12,15,303,Control,15,5.86
Miami,12,15,303,Control,20,5.86
Miami,12,15,303,Control,25,6.04
Miami,12,15,303,Control,30,6.47
Miami,12,15,303,Control,35,6.14
Miami,12,15,303,Control,40,6.03
Miami,12,15,303,Control,45,6.49
Miami,12,15,303,Control,50,6.03
Miami,12,15,303,Control,55,6.66
Miami,12,16,304,Treatment,0,5.85
Miami,12,16,304,Treatment,5,5.86
Miami,12,16,304,Treatment,10,5.63
Miami,12,16,304,Treatment,15,5.29
Miami,12,16,304,Treatment,20,6.14
Miami,12,16,304,Treatment,25,5.57
Miami,12,16,304,Treatment,30,5.61
Miami,12,16,304,Treatment,35,5.37
Miami,12,16,304,Treatment,40,5.35
Miami,12,16,304,Treatment,45,5.75
Miami,12,16,304,Treatment,50,5.07
Miami,12,16,304,Treatment,55,5.2
Miami,12,17,305,Treatment,0,5.83
Miami,12,17,305,Treatment,5,5.4
Miami,12,17,305,Treatment,10,5.59
Miami,12,17,305,Treatment,15,5.5
Miami,12,17,305,Treatment,20,5.81
Miami,12,17,305,Treatment,25,5.09
Miami,12,17,305,Treatment,30,5.67
Miami,12,17,305,Treatment,35,5.44
Miami,12,17,305,Treatment,40,5.72
Miami,12,17,305,Treatment,45,5.29
Miami,12,17,305,Treatment,50,5.5
Miami,12,17,305,Treatment,55,5.46
Miami,12,18,306,Treatment,0,5.17
Miami,12,18,306,Treatment,5,5.34
Miami,12,18,306,Treatment,10,5.52
Miami,12,18,306,Treatment,15,5.3
Miami,12,18,306,Treatment,20,5.41
Miami,12,18,306,Treatment,25,5.02
Miami,12,18,306,Treatment,30,5.4
Miami,12,18,306,Treatment,35,5.75
Miami,12,18,306,Treatment,40,5.67
Miami,12,18,306,Treatment,45,5.47
Miami,12,18,306,Treatment,50,5.55
Miami,12,18,306,Treatment,55,5.28
Miami,12,19,307,Control,0,6.01
Miami,12,19,307,Control,5,5.73
Miami,12,19,307,Control,10,6.54
Miami,12,19,307,Control,15,5.93
Miami,12,19,307,Control,20,5.79
Miami,12,19,307,Control,25,5.92
Miami,12,19,307,Control,30,6.05
Miami,12,19,307,Control,35,6.68
Miami,12,19,307,Control,40,6.03
Miami,12,19,307,Control,45,5.89
Miami,12,19,307,Control,50,5.88
Miami,12,19,307,Control,55,6.39
Miami,12,20,308,Treatment,0,5.98
Miami,12,20,308,Treatment,5,5.43
Miami,12,20,308,Treatment,10,5.41
Miami,12,20,308,Treatment,15,5.92
Miami,12,20,308,Treatment,20,5.66
Miami,12,20,308,Treatment,25,5.51
Miami,12,20,308,Treatment,30,5.96
Miami,12,20,308,Treatment,35,5.98
Miami,12,20,308,Treatment,40,5.48
Miami,12,20,308,Treatment,45,5.49
Miami,12,20,308,Treatment,50,5.34
Miami,12,20,308,Treatment,55,5.42
Miami,12,21,309,Control,0,5.12
Miami,12,21,309,Control,5,5.26
Miami,12,21,309,Control,10,6.17
Miami,12,21,309,Control,15,5.71
Miami,12,21,309,Control,20,6.59
Miami,12,21,309,Control,25,5.92
Miami,12,21,309,Control,30,6.53
Miami,12,21,309,Control,35,6.01
Miami,12,21,309,Control,40,5.71
Miami,12,21,309,Control,45,6.42
Miami,12,21,309,Control,50,6.45
Miami,12,21,309,Control,55,5.87
Miami,12,22,310,Treatment,0,5.87
Miami,12,22,310,Treatment,5,5.87
Miami,12,22,310,Treatment,10,5.72
Miami,12,22,310,Treatment,15,5.4
Miami,12,22,310,Treatment,20,5.04
Miami,12,22,310,Treatment,25,5.34
Miami,12,22,310,Treatment,30,5.67
Miami,12,22,310,Treatment,35,5.44
Miami,12,22,310,Treatment,40,5.41
Miami,12,22,310,Treatment,45,5.26
Miami,12,22,310,Treatment,50,5.34
Miami,12,22,310,Treatment,55,5.84
Miami,12,23,311,Control,0,5.67
Miami,12,23,311,Control,5,5.71
Miami,12,23,311,Control,10,5.96
Miami,12,23,311,Control,15,5.92
Miami,12,23,311,Control,20,6.01
Miami,12,23,311,Control,25,6.1
Miami,12,23,311,Control,30,5.97
Miami,12,23,311,Control,35,6.18
Miami,12,23,311,Control,40,6.21
Miami,12,23,311,Control,45,6.64
Miami,12,23,311,Control,50,6.17
Miami,12,23,311,Control,55,5.62
Miami,13,0,312,Treatment,0,6.05
Miami,13,0,312,Treatment,5,6.4
Miami,13,0,312,Treatment,10,6.06
Miami,13,0,312,Treatment,15,5.36
Miami,13,0,312,Treatment,20,5.67
Miami,13,0,312,Treatment,25,5.34
Miami,13,0,312,Treatment,30,5.49
Miami,13,0,312,Treatment,35,5.66
Miami,13,0,312,Treatment,40,5.77
Miami,13,0,312,Treatment,45,5.71
Miami,13,0,312,Treatment,50,5.51
Miami,13,0,312,Treatment,55,6.11
Miami,13,1,313,Control,0,5.09
Miami,13,1,313,Control,5,5.34
Miami,13,1,313,Control,10,6.27
Miami,13,1,313,Control,15,6.08
Miami,13,1,313,Control,20,6.14
Miami,13,1,313,Control,25,5.96
Miami,13,1,313,Control,30,5.99
Miami,13,1,313,Control,35,5.9
Miami,13,1,313,Control,40,6.22
Miami,13,1,313,Control,45,6.08
Miami,13,1,313,Control,50,6.21
Miami,13,1,313,Control,55,6.18
Miami,13,2,314,Treatment,0,5.74
Miami,13,2,314,Treatment,5,5.51
Miami,13,2,314,Treatment,10,6.45
Miami,13,2,314,Treatment,15,5.86
Miami,13,2,314,Treatment,20,5.83
Miami,13,2,314,Treatment,25,5.32
Miami,13,2,314,Treatment,30,5.49
Miami,13,2,314,Treatment,35,5.29
Miami,13,2,314,Treatment,40,5.16
Miami,13,2,314,Treatment,45,5.34
Miami,13,2,314,Treatment,50,5.82
Miami,13,2,314,Treatment,55,5.7
Miami,13,3,315,Control,0,5.41
Miami,13,3,315,Control,5,5.88
Miami,13,3,315,Control,10,5.75
Miami,13,3,315,Control,15,6.12
Miami,13,3,315,Control,20,6.2
Miami,13,3,315,Control,25,6.2
Miami,13,3,315,Control,30,6.16
Miami,13,3,315,Control,35,5.94
Miami,13,3,315,Control,40,5.96
Miami,13,3,315,Control,45,5.82
Miami,13,3,315,Control,50,5.71
Miami,13,3,315,Control,55,6.07
Miami,13,4,316,Control,0,5.75
Miami,13,4,316,Control,5,6.17
Miami,13,4,316,Control,10,6.3
Miami,13,4,316,Control,15,5.64
Miami,13,4,316,Control,20,6.03
Miami,13,4,316,Control,25,6.51
Miami,13,4,316,Control,30,6.24
Miami,13,4,316,Control,35,5.63
Miami,13,4,316,Control,40,6.26
Miami,13,4,316,Control,45,5.91
Miami,13,4,316,Control,50,6.27
Miami,13,4,316,Control,55,5.93
Miami,13,5,317,Treatment,0,5.97
Miami,13,5,317,Treatment,5,5.9
Miami,13,5,317,Treatment,10,5.55
Miami,13,5,317,Treatment,15,5.43
Miami,13,5,317,Treatment,20,5.2
Miami,13,5,317,Treatment,25,5.61
Miami,13,5,317,Treatment,30,5.53
Miami,13,5,317,Treatment,35,5.09
Miami,13,5,317,Treatment,40,5.74
Miami,13,5,317,Treatment,45,5.45
Miami,13,5,317,Treatment,50,5.53
Miami,13,5,317,Treatment,55,5.68
Miami,13,6,318,Control,0,5.78
Miami,13,6,318,Control,5,5.62
Miami,13,6,318,Control,10,6.16
Miami,13,6,318,Control,15,6.13
Miami,13,6,318,Control,20,6.23
Miami,13,6,318,Control,25,6.2
Miami,13,6,318,Control,30,6.41
Miami,13,6,318,Control,35,6.28
Miami,13,6,318,Control,40,5.99
Miami,13,6,318,Control,45,5.94
Miami,13,6,318,Control,50,6.09
Miami,13,6,318,Control,55,5.91
Miami,13,7,319,Treatment,0,5.57
Miami,13,7,319,Treatment,5,5.51
Miami,13,7,319,Treatment,10,6.19
Miami,13,7,319,Treatment,15,5.33
Miami,13,7,319,Treatment,20,5.97
Miami,13,7,319,Treatment,25,5.59
Miami,13,7,319,Treatment,30,5.48
Miami,13,7,319,Treatment,35,5.11
Miami,13,7,319,Treatment,40,5.49
Miami,13,7,319,Treatment,45,5.96
Miami,13,7,319,Treatment,50,5.88
Miami,13,7,319,Treatment,55,5.56
Miami,13,8,320,Treatment,0,5.25
Miami,13,8,320,Treatment,5,5.28
Miami,13,8,320,Treatment,10,5.81
Miami,13,8,320,Treatment,15,5.9
Miami,13,8,320,Treatment,20,5.54
Miami,13,8,320,Treatment,25,5.41
Miami,13,8,320,Treatment,30,5.88
Miami,13,8,320,Treatment,35,5.25
Miami,13,8,320,Treatment,40,5.5
Miami,13,8,320,Treatment,45,5.61
Miami,13,8,320,Treatment,50,5.27
Miami,13,8,320,Treatment,55,5.33
Miami,13,9,321,Treatment,0,5.84
Miami,13,9,321,Treatment,5,5.97
Miami,13,9,321,Treatment,10,5.52
Miami,13,9,321,Treatment,15,5.42
Miami,13,9,321,Treatment,20,5.34
Miami,13,9,321,Treatment,25,5.49
Miami,13,9,321,Treatment,30,5.35
Miami,13,9,321,Treatment,35,5.47
Miami,13,9,321,Treatment,40,5.59
Miami,13,9,321,Treatment,45,5.39
Miami,13,9,321,Treatment,50,5.44
Miami,13,9,321,Treatment,55,5.44
Miami,13,10,322,Control,0,5.38
Miami,13,10,322,Control,5,5.88
Miami,13,10,322,Control,10,5.45
Miami,13,10,322,Control,15,6.49
Miami,13,10,322,Control,20,6.13
Miami,13,10,322,Control,25,6.25
Miami,13,10,322,Control,30,6.28
Miami,13,10,322,Control,35,5.92
Miami,13,10,322,Control,40,5.87
Miami,13,10,322,Control,45,5.84
Miami,13,10,322,Control,50,6.04
Miami,13,10,322,Control,55,6.27
Miami,13,11,323,Control,0,6.25
Miami,13,11,323,Control,5,5.51
Miami,13,11,323,Control,10,6.0
Miami,13,11,323,Control,15,6.39
Miami,13,11,323,Control,20,6.06
Miami,13,11,323,Control,25,5.89
Miami,13,11,323,Control,30,5.94
Miami,13,11,323,Control,35,5.34
Miami,13,11,323,Control,40,5.85
Miami,13,11,323,Control,45,6.36
Miami,13,11,323,Control,50,5.95
Miami,13,11,323,Control,55,5.98
Miami,13,12,324,Control,0,5.69
Miami,13,12,324,Control,5,6.4
Miami,13,12,324,Control,10,6.25
Miami,13,12,324,Control,15,5.78
Miami,13,12,324,Control,20,5.94
Miami,13,12,324,Control,25,6.09
Miami,13,12,324,Control,30,5.8
Miami,13,12,324,Control,35,5.6
Miami,13,12,324,Control,40,6.06
Miami,13,12,324,Control,45,6.24
Miami,13,12,324,Control,50,6.25
Miami,13,12,324,Control,55,6.32
Miami,13,13,325,Treatment,0,6.11
Miami,13,13,325,Treatment,5,5.83
Miami,13,13,325,Treatment,10,5.67
Miami,13,13,325,Treatment,15,5.44
Miami,13,13,325,Treatment,20,5.32
Miami,13,13,325,Treatment,25,4.74
Miami,13,13,325,Treatment,30,5.78
Miami,13,13,325,Treatment,35,5.57
Miami,13,13,325,Treatment,40,5.12
Miami,13,13,325,Treatment,45,5.61
Miami,13,13,325,Treatment,50,5.38
Miami,13,13,325,Treatment,55,5.39
Miami,13,14,326,Treatment,0,5.62
Miami,13,14,326,Treatment,5,5.29
Miami,13,14,326,Treatment,10,5.22
Miami,13,14,326,Treatment,15,5.77
Miami,13,14,326,Treatment,20,5.45
Miami,13,14,326,Treatment,25,5.45
Miami,13,14,326,Treatment,30,5.66
Miami,13,14,326,Treatment,35,5.32
Miami,13,14,326,Treatment,40,5.37
Miami,13,14,326,Treatment,45,5.57
Miami,13,14,326,Treatment,50,5.1
Miami,13,14,326,Treatment,55,5.55
Miami,13,15,327,Treatment,0,5.7
Miami,13,15,327,Treatment,5,5.63
Miami,13,15,327,Treatment,10,5.59
Miami,13,15,327,Treatment,15,5.09
